,ID,Name,Year,Rating,Duration,Reviews,Director,Genre,Link
124,tt0106179,The X Files,1993,8.6,45m,448,David Duchovny|Gillian Anderson|Mitch Pileggi,Crime|Drama|Mystery,https://www.imdb.com/title/tt0106179/
125,tt0387764,Peep Show,2003,8.6,25m,102,David Mitchell|Robert Webb|Matt King,Comedy,https://www.imdb.com/title/tt0387764/
126,tt0758745,Friday Night Lights,2006,8.6,44m,335,Kyle Chandler|Connie Britton|Zach Gilford,Drama|Sport,https://www.imdb.com/title/tt0758745/
127,tt10530900,Gullak,2019,8.6,24m,398,Jameel Khan|Geetanjali Kulkarni|Vaibhav Raj Gupta,Comedy|Drama|Family,https://www.imdb.com/title/tt10530900/
128,tt9174558,Dopesick,2021,8.6,1h,133,Michael Keaton|Peter Sarsgaard|Michael Stuhlbarg,Drama,https://www.imdb.com/title/tt9174558/
129,tt2049116,Gomorra: La serie,2014,8.6,55m,235,Salvatore Esposito|Marco D'Amore|Cristiana Dell'Anna,Crime|Drama|Thriller,https://www.imdb.com/title/tt2049116/
130,tt5290382,Mindhunter,2017,8.6,1h,875,Jonathan Groff|Holt McCallany|Anna Torv,Crime|Drama|Thriller,https://www.imdb.com/title/tt5290382/
131,tt0434706,Monster,2004,8.6,24m,118,Hidenobu Kiuchi|Liam O'Brien|Mamiko Noto,Animation|Crime|Drama,https://www.imdb.com/title/tt0434706/
132,tt0314979,Battlestar Galactica,2003,8.6,3h 3m,458,Edward James Olmos|Mary McDonnell|Katee Sackhoff,Action|Adventure|Drama,https://www.imdb.com/title/tt0314979/
133,tt0475784,Westworld,2016,8.6,1h 2m,1.5K,Evan Rachel Wood|Jeffrey Wright|Ed Harris,Drama|Mystery|Sci-Fi,https://www.imdb.com/title/tt0475784/
134,tt12343534,Jujutsu Kaisen,2020,8.6,24m,176,Junya Enoki|Adam McArthur|Yûichi Nakamura,Animation|Action|Adventure,https://www.imdb.com/title/tt12343534/
135,tt5555260,This Is Us,2016,8.6,45m,647,Milo Ventimiglia|Mandy Moore|Sterling K. Brown,Comedy|Drama|Romance,https://www.imdb.com/title/tt5555260/
136,tt5421602,Anne,2017,8.6,1h,1K,Amybeth McNulty|Geraldine James|R.H. Thomson,Drama|Family,https://www.imdb.com/title/tt5421602/
137,tt6763664,The Haunting of Hill House,2018,8.6,9h 32m,2.4K,Michiel Huisman|Carla Gugino|Henry Thomas,Drama|Horror|Mystery,https://www.imdb.com/title/tt6763664/
138,tt0111958,Father Ted,1995,8.6,25m,115,Dermot Morgan|Ardal O'Hanlon|Frank Kelly,Comedy,https://www.imdb.com/title/tt0111958/
139,tt0773262,Dexter,2006,8.5,53m,912,Michael C. Hall|Jennifer Carpenter|David Zayas,Crime|Drama|Mystery,https://www.imdb.com/title/tt0773262/
140,tt0092324,Blackadder the Third,1987,8.5,3h,51,Rowan Atkinson|Tony Robinson|Hugh Laurie,Nan,https://www.imdb.com/title/tt0092324/
141,tt0053488,The Bugs Bunny Show,1960,8.5,30m,14,Mel Blanc|June Foray|Jim Backus,Nan,https://www.imdb.com/title/tt0053488/
142,tt3322312,Daredevil,2015,8.5,54m,1K,Charlie Cox|Vincent D'Onofrio|Deborah Ann Woll,Action|Crime|Drama,https://www.imdb.com/title/tt3322312/
143,tt1486217,Archer,2009,8.5,22m,194,H. Jon Benjamin|Judy Greer|Amber Nash,Animation|Action|Comedy,https://www.imdb.com/title/tt1486217/
144,tt10048342,The Queen's Gambit,2020,8.5,6h 35m,2.5K,Anya Taylor-Joy|Chloe Pirrie|Bill Camp,Drama,https://www.imdb.com/title/tt10048342/
145,tt12004706,Panchayat,2020,8.5,35m,1K,Jitendra Kumar|Raghuvir Yadav|Chandan Roy,Comedy|Drama,https://www.imdb.com/title/tt12004706/
146,tt1870479,The Newsroom,2012,8.5,55m,343,Jeff Daniels|Emily Mortimer|John Gallagher Jr.,Drama,https://www.imdb.com/title/tt1870479/
147,tt10850932,Sa-rang-eui bul-sa-chak,2019,8.5,1h 10m,502,Hyun Bin|Son Ye-jin|Seo Ji-hye,Adventure|Comedy|Romance,https://www.imdb.com/title/tt10850932/
148,tt0080306,Yes Minister,1980,8.5,30m,47,Paul Eddington|Nigel Hawthorne|Derek Fowlds,Comedy,https://www.imdb.com/title/tt0080306/
149,tt1795096,Behzat Ç.: Bir Ankara Polisiyesi,2010,8.5,1h 30m,31,Erdal Besikçioglu|Inanç Konukçu|Ege Aydan,Nan,https://www.imdb.com/title/tt1795096/
150,tt0203082,Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen,1999,8.5,1h 58m,53,Mayo Suzukaze|Junko Iwao|Nozomu Sasaki,Animation|Action|Adventure,https://www.imdb.com/title/tt0203082/
151,tt0380136,QI,2003,8.5,30m,26,Alan Davies|Stephen Fry|Sandi Toksvig,Comedy|Game-Show,https://www.imdb.com/title/tt0380136/
152,tt8595766,Yeh Meri Family,2018,8.5,30m,386,Vishesh Bansal|Mona Singh|Akarsh Khurana,Comedy|Drama|Family,https://www.imdb.com/title/tt8595766/
153,tt4236770,Yellowstone,2018,8.5,1h,899,Kevin Costner|Luke Grimes|Kelly Reilly,Drama|Western,https://www.imdb.com/title/tt4236770/
154,tt0094525,Poirot,1989,8.5,1h 40m,103,David Suchet|Hugh Fraser|Philip Jackson,Crime|Drama|Mystery,https://www.imdb.com/title/tt0094525/
155,tt1513168,Through the Wormhole,2010,8.5,1h,25,Morgan Freeman|Sean Carroll|Michio Kaku,Documentary,https://www.imdb.com/title/tt1513168/
156,tt1489428,Justified,2010,8.5,44m,309,Timothy Olyphant|Nick Searcy|Joelle Carter,Action|Crime|Drama,https://www.imdb.com/title/tt1489428/
157,tt5189670,Making a Murderer,2015,8.5,1h,465,Steven Avery|Dolores Avery|Laura Nirider,Documentary|Crime,https://www.imdb.com/title/tt5189670/
158,tt9544034,The Family Man,2019,8.5,45m,1.4K,Manoj Bajpayee|Samantha Ruth Prabhu|Priyamani,Action|Comedy|Drama,https://www.imdb.com/title/tt9544034/
159,tt7221388,Cobra Kai,2018,8.5,30m,2K,Courtney Henggeler|Mary Mouser|Tanner Buchanan,Action|Comedy|Drama,https://www.imdb.com/title/tt7221388/
160,tt0417349,North & South,2004,8.5,3h 55m,118,Daniela Denby-Ashe|Richard Armitage|Tim Pigott-Smith,Drama|Romance,https://www.imdb.com/title/tt0417349/
161,tt0187664,Spaced,1999,8.5,25m,98,Simon Pegg|Jessica Hynes|Julia Deakin,Action|Comedy,https://www.imdb.com/title/tt0187664/
162,tt0096657,Mr. Bean,1990,8.5,25m,76,Rowan Atkinson|Robin Driscoll|Matilda Ziegler,Comedy|Family,https://www.imdb.com/title/tt0096657/
163,tt0275137,Justice League,2001,8.5,22m,81,Carl Lumbly|Phil LaMarr|Michael Rosenbaum,Animation|Action|Adventure,https://www.imdb.com/title/tt0275137/
164,tt2244495,The Eric Andre Show,2012,8.5,11m,73,Eric André|Hannibal Buress|Robert Smith,Comedy,https://www.imdb.com/title/tt2244495/
165,tt7908628,What We Do in the Shadows,2016,8.5,30m,407,Kayvan Novak|Matt Berry|Natasia Demetriou,Comedy|Fantasy|Horror,https://www.imdb.com/title/tt7908628/
166,tt0112159,Shin seiki evangerion,1995,8.5,24m,267,Megumi Ogata|Megumi Hayashibara|Kotono Mitsuishi,Animation|Action|Drama,https://www.imdb.com/title/tt0112159/
167,tt0403778,Long Way Round,2004,8.5,5h 15m,57,Ewan McGregor|Charley Boorman|David Alexanian,Documentary|Adventure,https://www.imdb.com/title/tt0403778/
168,tt0988824,Naruto: Shippûden,2007,8.5,24m,315,Junko Takeuchi|Maile Flanagan|Kate Higgins,Animation|Action|Adventure,https://www.imdb.com/title/tt0988824/
169,tt0120570,From the Earth to the Moon,1998,8.5,1h,72,Tom Hanks|Nick Searcy|Lane Smith,Action|Drama|History,https://www.imdb.com/title/tt0120570/
170,tt0423731,Samurai chanpurû,2004,8.5,24m,90,Kazuya Nakai|Ginpei Sato|Ayako Kawasumi,Animation|Action|Adventure,https://www.imdb.com/title/tt0423731/
171,tt0979432,Boardwalk Empire,2010,8.5,55m,243,Steve Buscemi|Kelly Macdonald|Michael Shannon,Crime|Drama|History,https://www.imdb.com/title/tt0979432/
172,tt4093826,Twin Peaks,2017,8.5,1h,459,Kyle MacLachlan|Sheryl Lee|Michael Horse,Crime|Drama|Horror,https://www.imdb.com/title/tt4093826/
173,tt7562112,Pose,2018,8.5,1h,208,Michaela Jaé (MJ) Rodriguez|Dominique Jackson|Indya Moore,Drama,https://www.imdb.com/title/tt7562112/
174,tt0088509,Dragon Ball: Doragon bôru,1986,8.5,24m,41,Masako Nozawa|Jôji Yanami|Brice Armstrong,Animation|Action|Adventure,https://www.imdb.com/title/tt0088509/
175,tt0863046,Flight of the Conchords,2007,8.5,28m,44,Jemaine Clement|Bret McKenzie|Rhys Darby,Comedy|Music|Musical,https://www.imdb.com/title/tt0863046/
176,tt1305826,Adventure Time,2010,8.5,11m,203,John DiMaggio|Jeremy Shada|Tom Kenny,Animation|Action|Adventure,https://www.imdb.com/title/tt1305826/
177,tt5897304,Mob Psycho 100,2016,8.5,24m,76,Setsuo Ito|Takahiro Sakurai|Akio Ôtsuka,Animation|Action|Comedy,https://www.imdb.com/title/tt5897304/
178,tt0280249,Dragon Ball,1995,8.5,24m,45,Brice Armstrong|Steve Olson|Stephanie Nadolny,Animation|Action|Adventure,https://www.imdb.com/title/tt0280249/
179,tt6108262,Senke nad Balkanom,2017,8.5,1h,57,Andrija Kuzmanovic|Marija Bergam|Dragan Bjelogrlic,Nan,https://www.imdb.com/title/tt6108262/
180,tt0086831,"Yes, Prime Minister",1986,8.5,30m,19,Paul Eddington|Nigel Hawthorne|Derek Fowlds,Nan,https://www.imdb.com/title/tt0086831/
181,tt4158110,Mr. Robot,2015,8.5,49m,1.1K,Rami Malek|Christian Slater|Carly Chaikin,Crime|Drama|Thriller,https://www.imdb.com/title/tt4158110/
182,tt0094517,Mystery Science Theater 3000,1988,8.5,1h 32m,231,Joel Hodgson|Michael J. Nelson|Trace Beaulieu,Comedy|Sci-Fi,https://www.imdb.com/title/tt0094517/
183,tt0487831,The IT Crowd,2006,8.5,25m,186,Chris O'Dowd|Richard Ayoade|Katherine Parkinson,Comedy,https://www.imdb.com/title/tt0487831/
184,tt0237123,Coupling,2000,8.5,30m,144,Jack Davenport|Gina Bellman|Sarah Alexander,Nan,https://www.imdb.com/title/tt0237123/
185,tt0047708,Alfred Hitchcock Presents,1955,8.5,25m,43,Alfred Hitchcock|Harry Tyler|John Williams,Comedy|Crime|Drama,https://www.imdb.com/title/tt0047708/
186,tt0118273,Brass Eye,1997,8.5,25m,26,Christopher Morris|Mark Heap|Kevin Eldon,Nan,https://www.imdb.com/title/tt0118273/
187,tt4647692,Letterkenny,2016,8.5,30m,198,Jared Keeso|Nathan Dales|Michelle Mylett,Comedy,https://www.imdb.com/title/tt4647692/
188,tt0421357,Hagane no renkinjutsushi,2003,8.5,24m,119,Vic Mignogna|Aaron Dismuke|Romi Park,Animation|Action|Adventure,https://www.imdb.com/title/tt0421357/
189,tt0106028,Homicide: Life on the Street,1993,8.5,1h,98,Richard Belzer|Clark Johnson|Yaphet Kotto,Crime|Drama|Mystery,https://www.imdb.com/title/tt0106028/
190,tt4082744,Detectorists,2014,8.5,30m,152,Mackenzie Crook|Toby Jones|Rachael Stirling,Comedy,https://www.imdb.com/title/tt4082744/
191,tt2701582,Endeavour,2012,8.5,1h 29m,160,Shaun Evans|Roger Allam|James Bradshaw,Crime|Drama|Mystery,https://www.imdb.com/title/tt2701582/
192,tt0436992,Doctor Who,2005,8.5,45m,911,Jodie Whittaker|Peter Capaldi|Pearl Mackie,Adventure|Drama|Family,https://www.imdb.com/title/tt0436992/
193,tt5288312,Skam,2015,8.5,30m,65,Josefine Frida Pettersen|Iman Meskini|Ulrikke Falch,Drama|Romance,https://www.imdb.com/title/tt5288312/
194,tt2575988,Silicon Valley,2014,8.5,28m,249,Thomas Middleditch|T.J. Miller|Josh Brener,Comedy,https://www.imdb.com/title/tt2575988/
195,tt2100976,Impractical Jokers,2011,8.5,30m,162,Brian Quinn|James Murray|Sal Vulcano,Comedy|Reality-TV,https://www.imdb.com/title/tt2100976/
196,tt1492966,Louie,2010,8.5,22m,78,Louis C.K.|Hadley Delany|Ursula Parker,Comedy|Drama,https://www.imdb.com/title/tt1492966/
197,tt0995832,Generation Kill,2008,8.5,1h 10m,102,Alexander Skarsgård|James Ransone|Lee Tergesen,Drama|War,https://www.imdb.com/title/tt0995832/
198,tt2243973,Hannibal,2013,8.5,44m,676,Hugh Dancy|Mads Mikkelsen|Caroline Dhavernas,Crime|Drama|Horror,https://www.imdb.com/title/tt2243973/
199,tt1586680,Shameless,2011,8.5,46m,553,Emmy Rossum|William H. Macy|Ethan Cutkosky,Comedy|Drama,https://www.imdb.com/title/tt1586680/
200,tt3230854,The Expanse,2015,8.5,1h,1.4K,Wes Chatham|Shohreh Aghdashloo|Steven Strait,Drama|Mystery|Sci-Fi,https://www.imdb.com/title/tt3230854/
201,tt1758429,Spartacus: Gods of the Arena,2011,8.5,5h 31m,72,John Hannah|Manu Bennett|Peter Mensah,Action|Adventure|Biography,https://www.imdb.com/title/tt1758429/
202,tt7472896,Mr Inbetween,2018,8.5,30m,336,Scott Ryan|Chika Yasumura|Justin Rosniak,Crime|Drama,https://www.imdb.com/title/tt7472896/
203,tt0290978,The Office,2001,8.5,30m,238,Ricky Gervais|Martin Freeman|Mackenzie Crook,Comedy|Drama,https://www.imdb.com/title/tt0290978/
204,tt4295140,Chef's Table,2015,8.5,50m,35,Massimo Bottura|Ruth Reichl|Francis Mallmann,Documentary,https://www.imdb.com/title/tt4295140/
205,tt2401256,The Night Of,2016,8.4,8h 45m,296,Riz Ahmed|John Turturro|Bill Camp,Crime|Drama|Mystery,https://www.imdb.com/title/tt2401256/
206,tt1534360,Ezel,2009,8.4,1h 30m,76,Kenan Imirzalioglu|Cansu Dere|Yigit Özsener,Crime|Drama|Thriller,https://www.imdb.com/title/tt1534360/
207,tt0278238,Samurai Jack,2001,8.4,25m,113,Phil LaMarr|Mako|Kevin Michael Richardson,Animation|Action|Adventure,https://www.imdb.com/title/tt0278238/
208,tt0163507,Whose Line Is It Anyway?,1998,8.4,30m,122,Drew Carey|Colin Mochrie|Ryan Stiles,Comedy|Game-Show,https://www.imdb.com/title/tt0163507/
209,tt1124373,Sons of Anarchy,2008,8.4,45m,559,Charlie Hunnam|Katey Sagal|Mark Boone Junior,Crime|Drama|Thriller,https://www.imdb.com/title/tt1124373/
210,tt0129690,I'm Alan Partridge,1997,8.4,29m,59,Steve Coogan|Simon Greenall|Felicity Montagu,Nan,https://www.imdb.com/title/tt0129690/
